PLD (Å),LCD (Å),Sacc (m2/g),Porosity,KN2 (mol/kg/Pa),%C,%H,%N,%O,%Metalloid,%Halogen,N2-1 bar (mol/kg)
27.72,53.285,6698.38,0.945,5.46E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.542
24.283,53.257,5979.11,0.94,4.98E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.497
27.638,52.42,5901.42,0.941,4.73E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.472
25.365,53.16,5407.05,0.937,4.43E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.433
27.807,50.807,5996.41,0.941,4.70E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.472
25.075,50.551,5521.56,0.937,4.42E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.443
27.787,49.233,5366.38,0.937,4.20E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.417
24.695,50.248,5030.79,0.933,4.00E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.398
42.455,81.969,7317.62,0.969,8.64E-06,62.5,30,7.5,0,0,0,0.838
42.607,81.975,7268.65,0.97,8.64E-06,62.5,30,7.5,0,0,0,0.834
44.121,81.841,7322.54,0.969,8.60E-06,62.5,30,7.5,0,0,0,0.834
42.367,81.295,7088.3,0.968,8.24E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.802
8.042,12.659,2296.55,0.711,3.37E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.325
18.542,22.996,4787.08,0.853,3.42E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.341
36.49,47.053,6660.02,0.94,5.29E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.513
36.507,47.041,6391.18,0.939,5.05E-06,57.14285714,25.3968254,14.28571429,0,0,0.031746032,0.49
33.414,46.695,5771.25,0.935,4.40E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.425
33.391,46.944,5587.08,0.933,4.24E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.406
36.675,45.105,6142.98,0.938,4.83E-06,57.14285714,22.22222222,14.28571429,0,0,0.063492063,0.467
36.714,45.099,5923.06,0.937,4.64E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.445
33.51,45.468,5430.14,0.933,4.09E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.396
33.475,45.564,5292.05,0.931,3.95E-06,57.14285714,6.349206349,14.28571429,0,0,0.222222222,0.383
37.126,48.339,6006.56,0.939,4.92E-06,57.14285714,22.22222222,14.28571429,0,0,0.063492063,0.475
37.116,48.287,5791.59,0.937,4.71E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.458
33.761,47.171,5345.99,0.934,4.14E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.4
33.813,47.112,5176.1,0.933,4.01E-06,57.14285714,6.349206349,14.28571429,0,0,0.222222222,0.385
36.27,46.383,5681.69,0.937,4.51E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.438
36.055,46.235,5491.18,0.935,4.36E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.423
33.778,46.306,5126.33,0.932,3.85E-06,57.14285714,3.174603175,14.28571429,0,0,0.253968254,0.373
33.694,46.259,4991.41,0.929,3.75E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.363
28.44,45.113,6693.65,0.931,4.98E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.498
25.908,44.981,6286.92,0.929,4.63E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.465
24.797,43.719,5447.36,0.921,3.87E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.386
23.588,43.732,5188.79,0.919,3.68E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.368
28.13,43.069,6274.98,0.93,4.66E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.468
26.124,43.071,5936.21,0.928,4.37E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.433
24.681,41.852,5191.88,0.919,3.68E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.365
23.757,42.055,4944.88,0.917,3.52E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.35
43.289,68.751,7850.43,0.965,8.25E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.824
43.545,68.602,7663.89,0.964,8.03E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.794
44.322,69.334,7297.91,0.961,7.56E-06,62.5,30,7.5,0,0,0,0.751
44.142,69.159,7187.44,0.961,7.40E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.733
43.212,68.603,7683.57,0.964,8.04E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.808
43.43,69.046,7519.13,0.963,7.84E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.785
44.269,69.611,7173.88,0.96,7.39E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.74
44.165,69.507,7041.73,0.959,7.24E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.725
14.305,15.051,4949.73,0.802,3.81E-06,59.18367347,32.65306122,8.163265306,0,0,0,0.375
15.36,16.668,5341.97,0.819,3.62E-06,57.14285714,32.65306122,8.163265306,0,0.020408163,0,0.362
22.239,44.029,5570.68,0.936,4.78E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.472
21.358,42.24,5097.43,0.932,4.35E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.435
34.002,67.723,7677.65,0.97,8.92E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.892
30.542,45.902,6058.05,0.95,5.04E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.505
26.662,42.482,5387.25,0.944,4.43E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.444
28.562,42.513,5462.01,0.944,4.84E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.481
28.524,43.41,5042.69,0.942,4.45E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.441
15.605,21.562,6347.45,0.888,4.05E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.403
12.912,21.061,5267.22,0.859,3.74E-06,57.14285714,22.22222222,14.28571429,0,0,0.063492063,0.368
17.075,22.042,6157.15,0.889,3.76E-06,57.14285714,22.22222222,14.28571429,0,0,0.063492063,0.374
15.007,20.531,5468.96,0.88,3.46E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.347
17.117,22.451,5660.86,0.889,3.55E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.352
16.487,21.785,5319.51,0.884,3.32E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.331
17.219,21.25,5300.31,0.883,3.32E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.334
14.637,18.696,4859.05,0.874,3.10E-06,57.14285714,3.174603175,14.28571429,0,0,0.253968254,0.305
14.282,20.725,5661.73,0.866,3.83E-06,57.14285714,25.3968254,14.28571429,0,0,0.031746032,0.383
15.101,20.476,5492.75,0.879,3.59E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.355
10.794,23.501,5263.62,0.859,3.63E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.358
15.61,19.892,5242.7,0.878,3.31E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.328
15.109,20.287,5178.52,0.871,3.33E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.326
10.828,21.884,4405.81,0.855,3.10E-06,57.14285714,6.349206349,14.28571429,0,0,0.222222222,0.307
13.123,19.184,4719.96,0.855,3.08E-06,57.14285714,6.349206349,14.28571429,0,0,0.222222222,0.308
16.28,21.351,4910.66,0.877,3.01E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.296
25.524,31.339,7618.02,0.943,5.64E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.561
27.925,36.688,7656.76,0.944,5.73E-06,59.82142857,32.14285714,8.035714286,0,0,0,0.572
21.292,32.12,7306.31,0.937,5.20E-06,59.82142857,32.14285714,8.035714286,0,0,0,0.518
22.2,32.364,7107.28,0.933,5.10E-06,61.20689655,31.03448276,7.75862069,0,0,0,0.511
22.87,30.307,6920.13,0.932,5.11E-06,62.5,30,7.5,0,0,0,0.507
21.4,31.873,6924.34,0.928,5.02E-06,62.5,30,7.5,0,0,0,0.502
22.824,31.174,6752.55,0.928,4.97E-06,63.70967742,29.03225806,7.258064516,0,0,0,0.497
39.333,53.836,7766.49,0.963,7.40E-06,59.09090909,32.72727273,8.181818182,0,0,0,0.731
24.136,32.737,7345.78,0.94,5.37E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.535
27.73,36.727,7592.32,0.946,5.71E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.57
25.048,35.022,7244.21,0.94,5.58E-06,61.86440678,30.50847458,7.627118644,0,0,0,0.56
24.659,31.278,7137.93,0.939,5.41E-06,61.86440678,30.50847458,7.627118644,0,0,0,0.537
28.432,35.188,7190.79,0.942,5.57E-06,63.1147541,29.50819672,7.37704918,0,0,0,0.552
28.291,35.235,7213.62,0.941,5.57E-06,63.1147541,29.50819672,7.37704918,0,0,0,0.553
22.47,31.657,6657.91,0.926,4.95E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.494
16.467,28.418,6838.96,0.905,4.16E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.409
16.948,26.599,5051.49,0.887,3.06E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.296
27.981,43.23,7901.55,0.955,6.35E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.623
16.767,17.316,7126,0.907,4.13E-06,58.62068966,31.03448276,10.34482759,0,0,0,0.413
15.836,17.289,5918.86,0.898,3.48E-06,58.62068966,17.24137931,10.34482759,0,0,0.137931034,0.347
16.655,17.04,7028.28,0.907,4.05E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.406
16.652,17.225,5750.07,0.899,3.41E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.343
16.349,17.241,7116.62,0.907,4.03E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.397
15.59,16.739,5693.68,0.899,3.41E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.341
15.364,16.616,5779.77,0.898,3.41E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.34
15.117,16.405,4943.48,0.89,2.98E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.298
27.799,28.091,7908.23,0.956,6.56E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.65
26.311,28.513,7549.39,0.951,6.16E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.612
27.069,27.734,7600.6,0.95,6.16E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.617
25.696,27.275,7322.75,0.946,5.89E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.588
16.67,17.239,7266.08,0.91,4.27E-06,60,33.33333333,6.666666667,0,0,0,0.419
16.426,16.682,7085.87,0.91,4.07E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.409
23.491,23.955,8674.58,0.95,6.00E-06,64.70588235,29.41176471,5.882352941,0,0,0,0.6
12.917,13.518,6302.18,0.869,3.46E-06,56.75675676,32.43243243,10.81081081,0,0,0,0.347
14.13,17.037,7035.75,0.899,4.01E-06,58.33333333,31.25,10.41666667,0,0,0,0.398
16.671,17.239,7280,0.91,4.26E-06,60,33.33333333,6.666666667,0,0,0,0.424
16.427,16.685,7102.3,0.91,4.08E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.409
23.489,23.958,8663.03,0.95,6.00E-06,64.70588235,29.41176471,5.882352941,0,0,0,0.601
12.917,13.516,6295.56,0.869,3.46E-06,56.75675676,32.43243243,10.81081081,0,0,0,0.344
14.311,18.802,7073.54,0.904,4.08E-06,58.33333333,31.25,10.41666667,0,0,0,0.407
16.344,17.229,7099.7,0.91,4.03E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.399
15.028,16.331,4947.15,0.891,2.98E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.299
27.802,28.076,7939.88,0.957,6.56E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.656
25.688,27.258,7258.03,0.948,5.89E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.584
5.12,11.227,2865.77,0.705,4.64E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.445
6.12,10.201,2289.55,0.69,4.93E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.446
6.437,10.933,1874.8,0.671,3.30E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.313
12.239,15.938,7259.17,0.871,3.98E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.401
12.211,15.89,6330.97,0.862,4.16E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.413
10.446,14.881,6206.2,0.85,4.15E-06,62.5,30,7.5,0,0,0,0.417
10.405,14.831,5662.91,0.842,4.61E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.457
23.391,30.803,7617.4,0.945,5.05E-06,57.14285714,23.80952381,9.523809524,9.523809524,0,0,0.506
6.673,7.508,7104.64,0.818,3.97E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.391
6.162,8.849,5031.48,0.781,3.35E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.329
12.751,13.319,8030.06,0.913,4.23E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.422
11.275,12.39,7309.29,0.894,4.13E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.413
23.442,24.909,7621.28,0.961,6.68E-06,57.14285714,23.80952381,9.523809524,9.523809524,0,0,0.666
16.344,17.229,7099.7,0.91,4.02E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.402
15.028,16.331,4947.15,0.891,2.98E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.301
27.802,28.076,7939.88,0.957,6.56E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.653
25.688,27.258,7258.03,0.948,5.89E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.587
19.222,26.211,6675.85,0.922,4.60E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.455
36.546,39.858,5088.92,0.941,4.34E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.435
27.274,40.067,7032.04,0.952,6.22E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.62
24.689,38.165,5060.87,0.93,4.08E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.406
20.939,55.149,5055.97,0.931,4.06E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.388
33.364,79.091,7071.66,0.964,7.82E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.763
14.663,17.653,6990.08,0.904,4.01E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.401
14.775,17.544,6516.21,0.901,3.75E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.373
14.461,17.567,5407.03,0.892,3.22E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.321
14.081,17.345,5122.89,0.89,3.08E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.309
14.803,17.646,6466.04,0.902,3.77E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.375
14.652,17.621,6100.21,0.899,3.55E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.353
14.368,17.211,5153.18,0.889,3.08E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.307
13.52,16.753,5030.61,0.886,2.92E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.293
25.7,28.772,7870.92,0.954,6.46E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.64
25.192,28.735,7757.42,0.953,6.31E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.627
25.013,27.735,7397.42,0.948,5.97E-06,62.5,30,7.5,0,0,0,0.594
22.996,27.923,7343.11,0.947,5.88E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.588
25.636,28.737,7768.46,0.953,6.32E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.635
24.154,28.765,7649.66,0.951,6.19E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.619
25.042,28.102,7314.94,0.946,5.87E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.58
22.898,27.97,7249.99,0.945,5.79E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.575
20.481,36.313,6946.51,0.932,4.79E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.478
19.741,32.815,6435.2,0.928,4.36E-06,57.14285714,22.85714286,14.28571429,0,0,0.057142857,0.434
20.473,32.873,6880.1,0.929,4.79E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.477
20.053,34.703,5275.51,0.921,3.71E-06,57.14285714,5.714285714,14.28571429,0,0,0.228571429,0.367
20.303,31.297,6387.29,0.924,4.38E-06,57.14285714,22.85714286,14.28571429,0,0,0.057142857,0.442
19.766,33.732,5044.29,0.917,3.49E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.346
34.094,55.196,7943.87,0.967,8.02E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.783
32.313,51.365,7341.41,0.96,7.12E-06,63.23529412,29.41176471,7.352941176,0,0,0,0.695
34.291,56.318,7756.85,0.966,7.77E-06,59.67741935,32.25806452,8.064516129,0,0,0,0.766
31.748,50.047,7201.99,0.958,6.94E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.674
16.43,31.619,6054.92,0.897,4.08E-06,58.53658537,31.70731707,9.756097561,0,0,0,0.404
10.599,20.033,5153.03,0.828,4.19E-06,60,32,8,0,0,0,0.411
16.435,31.613,6060.12,0.896,4.08E-06,58.53658537,31.70731707,9.756097561,0,0,0,0.408
10.595,20.038,5182.46,0.827,4.20E-06,60,32,8,0,0,0,0.409
16.433,31.628,6041.9,0.897,4.08E-06,58.53658537,31.70731707,9.756097561,0,0,0,0.405
10.595,20.042,5163.94,0.828,4.20E-06,60,32,8,0,0,0,0.412
6.528,10.038,6026.34,0.771,6.12E-06,60,33.33333333,6.666666667,0,0,0,0.601
8.76,11.416,3934.41,0.773,3.56E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.355
8.85,12.831,8759.48,0.875,3.94E-06,64.70588235,29.41176471,5.882352941,0,0,0,0.395
4.164,6.728,385.441,0.479,5.03E-06,56.75675676,32.43243243,10.81081081,0,0,0,0.395
6.576,9.253,6469.78,0.772,6.09E-06,60,33.33333333,6.666666667,0,0,0,0.597
8.851,12.755,8769.11,0.874,3.96E-06,64.70588235,29.41176471,5.882352941,0,0,0,0.394
6.59,8.13,947.972,0.495,2.43E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.229
4.64,5.469,448.912,0.424,1.91E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.174
8.047,12.178,3310.11,0.752,2.62E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.262
6.606,10.435,2811.56,0.728,2.52E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.248
6.837,9.176,6252.15,0.773,6.23E-06,60,33.33333333,6.666666667,0,0,0,0.61
9.657,12.713,8832.84,0.874,3.97E-06,64.70588235,29.41176471,5.882352941,0,0,0,0.398
5.185,6.555,1974.73,0.668,4.94E-06,56.75675676,32.43243243,10.81081081,0,0,0,0.46
6.823,9.177,6279.37,0.773,6.24E-06,60,33.33333333,6.666666667,0,0,0,0.612
9.658,12.713,8656.7,0.874,3.97E-06,64.70588235,29.41176471,5.882352941,0,0,0,0.394
5.198,6.557,1973.39,0.668,4.93E-06,56.75675676,32.43243243,10.81081081,0,0,0,0.459
8.031,8.355,982.641,0.51,2.06E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.195
7.219,7.449,783.835,0.486,2.23E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.21
6.55,6.779,561.028,0.438,2.27E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.207
11.75,15.908,7839.61,0.891,4.03E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.406
13.167,13.391,1535.6,0.618,1.47E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.147
11.684,13.298,7288.28,0.875,4.08E-06,62.5,30,7.5,0,0,0,0.405
11.839,13.203,7099.09,0.867,4.10E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.409
11.501,14.891,7059.84,0.885,3.98E-06,60,33.33333333,6.666666667,0,0,0,0.399
15.926,22.153,8763.44,0.937,5.08E-06,64.70588235,29.41176471,5.882352941,0,0,0,0.504
9,11.172,6232.1,0.832,3.56E-06,56.75675676,32.43243243,10.81081081,0,0,0,0.354
11.506,14.891,7032.08,0.885,3.98E-06,60,33.33333333,6.666666667,0,0,0,0.392
15.926,22.142,8785.17,0.935,5.08E-06,64.70588235,29.41176471,5.882352941,0,0,0,0.507
9.013,11.172,6211.11,0.831,3.56E-06,56.75675676,32.43243243,10.81081081,0,0,0,0.359
10.81,14.35,5803.85,0.873,3.36E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.334
9.766,13.912,5075.77,0.861,2.75E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.273
18.907,25.663,7888.62,0.945,5.65E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.561
18.717,24.366,7220.32,0.937,5.28E-06,62.5,30,7.5,0,0,0,0.53
14.085,17.746,7498.24,0.919,4.08E-06,57.14285714,23.80952381,9.523809524,9.523809524,0,0,0.407
8.03,8.353,1016.95,0.513,2.06E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.196
6.554,6.801,576.907,0.441,2.26E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.205
7.251,7.452,805.101,0.488,2.22E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.21
7.118,7.298,561.629,0.456,1.63E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.155
11.684,15.916,7804.71,0.893,4.03E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.402
11.587,13.297,7224.51,0.878,4.08E-06,62.5,30,7.5,0,0,0,0.404
12.413,15.579,7589.43,0.884,4.02E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.397
12.117,12.198,1232.18,0.57,9.89E-07,64.28571429,28.57142857,7.142857143,0,0,0,0.099
23.806,30.063,7574.41,0.955,5.67E-06,57.14285714,23.80952381,9.523809524,9.523809524,0,0,0.564
11.315,14.562,6634.77,0.886,3.79E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.375
11.346,13.605,5891.71,0.878,3.37E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.331
9.99,13.287,5113.31,0.863,2.73E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.271
16.661,17.709,7245.78,0.925,4.79E-06,62.5,30,7.5,0,0,0,0.478
11.187,14.746,5836.32,0.878,3.36E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.336
9.994,13.279,5085.3,0.863,2.73E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.27
18.845,25.387,7804.51,0.946,5.67E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.576
18.736,24.495,7244.21,0.937,5.28E-06,62.5,30,7.5,0,0,0,0.529
21.369,22.704,5099.44,0.915,3.27E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.327
35,37.612,8009.79,0.965,7.87E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.79
55.039,56.079,6717.86,0.95,5.90E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.589
51.863,52.946,6317.19,0.948,5.53E-06,57.14285714,24.48979592,14.28571429,0,0,0.040816327,0.55
52.397,52.792,5538.13,0.944,4.70E-06,57.14285714,12.24489796,14.28571429,0,0,0.163265306,0.465
52.153,52.677,5402.15,0.943,4.46E-06,57.14285714,8.163265306,14.28571429,0,0,0.204081633,0.443
55.169,56.332,5864.8,0.948,5.27E-06,57.14285714,20.40816327,14.28571429,0,0,0.081632653,0.528
52.915,53.804,5698.33,0.945,4.97E-06,57.14285714,16.32653061,14.28571429,0,0,0.12244898,0.495
53.287,53.825,5044,0.942,4.31E-06,57.14285714,4.081632653,14.28571429,0,0,0.244897959,0.435
52.769,53.747,4951.89,0.94,4.13E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.406
15.063,32.46,7049.51,0.915,4.24E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.424
14.978,31.725,6229.41,0.91,3.77E-06,57.14285714,19.78021978,14.28571429,0,0,0.087912088,0.377
15.063,29.807,6822.99,0.913,4.10E-06,57.14285714,26.37362637,14.28571429,0,0,0.021978022,0.411
14.806,30.432,6043.66,0.91,3.67E-06,57.14285714,17.58241758,14.28571429,0,0,0.10989011,0.361
14.767,32.035,5542.71,0.906,3.42E-06,57.14285714,10.98901099,14.28571429,0,0,0.175824176,0.345
14.347,31.801,5050.9,0.901,3.15E-06,57.14285714,2.197802198,14.28571429,0,0,0.263736264,0.315
15.157,30.334,5436.4,0.904,3.35E-06,57.14285714,8.791208791,14.28571429,0,0,0.197802198,0.332
13.724,30.513,4977.8,0.901,3.09E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.311
24.837,51.244,8003.07,0.959,6.90E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.686
24.604,49.947,7732.06,0.956,6.60E-06,60.36585366,31.70731707,7.926829268,0,0,0,0.654
24.8,51.568,7943.38,0.959,6.82E-06,58.86075949,32.91139241,8.227848101,0,0,0,0.675
24.832,50.178,7704.79,0.956,6.54E-06,60.84337349,31.3253012,7.831325301,0,0,0,0.657
24.116,50.968,7537.66,0.954,6.43E-06,62.20930233,30.23255814,7.558139535,0,0,0,0.646
23.945,49.935,7338.71,0.95,6.23E-06,63.88888889,28.88888889,7.222222222,0,0,0,0.617
24.059,51.281,7481.51,0.954,6.37E-06,62.64367816,29.88505747,7.471264368,0,0,0,0.633
23.888,49.87,7268.34,0.95,6.18E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.613
15.15,25.96,6640.09,0.9,4.09E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.409
15.123,25.574,6224.57,0.896,3.80E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.378
17.216,24.277,5443.15,0.911,3.54E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.354
17.644,24.096,5171.78,0.908,3.38E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.337
13.783,25.971,6233.36,0.898,3.84E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.384
13.802,25.457,5886.35,0.892,3.59E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.359
16.145,24.883,5262.13,0.908,3.35E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.331
16.93,24.041,4958.26,0.905,3.23E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.319
27.33,46.116,7983.37,0.962,7.15E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.712
27.199,46.11,7792.64,0.96,6.98E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.699
24.207,38.438,7292.97,0.943,5.59E-06,62.5,30,7.5,0,0,0,0.556
24.336,38.218,7174.7,0.941,5.50E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.547
27.5,45.794,7775.26,0.96,7.01E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.695
27.323,45.828,7625.76,0.959,6.85E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.69
24.279,38.321,7158.54,0.941,5.50E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.55
24.15,41.533,7087.6,0.944,5.68E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.572
19.296,31.059,5597.13,0.928,4.43E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.437
